Sector_BusEq,Sector_Chems,Sector_Durbl,Sector_Enrgy,Sector_Hlth,Sector_Manuf,Sector_Money,Sector_NoDur,Sector_Other,Sector_Shops,Sector_Telcm,Sector_Utils,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,ROA - Return On Assets,Operating Cash Flow Per Share,Free Cash Flow Per Share
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9819,0.5293,1.1261,26.8127,12.6883,12.6883,11.6714,6.8625,0.6419,28.2461,5.0447,0.7324,0.549
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9819,0.5293,1.1261,26.8127,12.6883,12.6883,11.6714,6.8625,0.6419,28.2461,5.0447,0.7324,0.549
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9828,0.6062,1.735,16.1408,9.3624,9.3624,8.4298,3.541,0.6423,16.0131,4.2746,-1.6526,-4.2282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9828,0.6062,1.735,16.1408,9.3624,9.3624,8.4298,3.541,0.6423,16.0131,4.2746,-1.6526,-4.2282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9828,0.6062,1.735,16.1408,9.3624,9.3624,8.4298,3.541,0.6423,16.0131,4.2746,-1.6526,-4.2282
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.239,0.2906,0.4097,80.1533,39.4944,39.4944,37.3803,29.3841,0.4545,24.1998,13.3538,0.239,0.232
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8693,0.4396,0.7849,45.715,13.2787,13.2787,7.4922,-0.8461,0.4432,8.8192,2.8729,3.5512,2.2922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8693,0.4396,0.7849,45.715,13.2787,13.2787,7.4922,-0.8461,0.4432,8.8192,2.8729,3.5512,2.2922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7612,0.1811,0.2212,10.4265,2.2186,2.2186,2.0675,1.2207,4.0048,11.1952,4.9225,2.3897,2.3606
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4894,0.6015,1.5094,81.1171,40.3387,40.3387,35.8068,22.338,0.2715,19.294,6.0657,2.3331,-2.4018
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4894,0.6015,1.5094,81.1171,40.3387,40.3387,35.8068,22.338,0.2715,19.294,6.0657,2.3331,-2.4018
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4894,0.6015,1.5094,81.1171,40.3387,40.3387,35.8068,22.338,0.2715,19.294,6.0657,2.3331,-2.4018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9819,0.5293,1.1261,26.8127,12.6883,12.6883,11.6714,6.8625,0.6419,28.2461,5.0447,0.7324,0.549
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9819,0.5293,1.1261,26.8127,12.6883,12.6883,11.6714,6.8625,0.6419,28.2461,5.0447,0.7324,0.549
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3584,0.2776,0.4229,64.3592,14.4986,14.4986,13.0716,10.8939,0.5135,11.1067,5.5944,0.2139,0.226
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3584,0.2776,0.4229,64.3592,14.4986,14.4986,13.0716,10.8939,0.5135,11.1067,5.5944,0.2139,0.226
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3584,0.2776,0.4229,64.3592,14.4986,14.4986,13.0716,10.8939,0.5135,11.1067,5.5944,0.2139,0.226
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.239,0.2906,0.4097,80.1533,39.4944,39.4944,37.3803,29.3841,0.4545,24.1998,13.3538,0.239,0.232
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.239,0.2906,0.4097,80.1533,39.4944,39.4944,37.3803,29.3841,0.4545,24.1998,13.3538,0.239,0.232
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7699,0.3385,1.2407,18.4247,10.4071,10.4071,9.2136,6.3729,0.9524,19.43,6.0695,0.134,-4.0895
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7699,0.3385,1.2407,18.4247,10.4071,10.4071,9.2136,6.3729,0.9524,19.43,6.0695,0.134,-4.0895
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6482,0.5431,1.207,30.6273,20.2092,20.2092,17.4268,12.062,0.4719,18.3618,6.0527,2.0144,1.2401
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6482,0.5431,1.207,30.6273,20.2092,20.2092,17.4268,12.062,0.4719,18.3618,6.0527,2.0144,1.2401
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6482,0.5431,1.207,30.6273,20.2092,20.2092,17.4268,12.062,0.4719,18.3618,6.0527,2.0144,1.2401
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0954,0.5125,1.2661,52.2217,13.9132,13.9132,12.6794,9.4225,0.8775,27.5908,8.3255,-0.217,0.1583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0954,0.5125,1.2661,52.2217,13.9132,13.9132,12.6794,9.4225,0.8775,27.5908,8.3255,-0.217,0.1583
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,0.339,0.5129,44.1906,4.7499,4.7499,3.3544,0.399,0.4976,0.0636,0.0304,0.5827,0.5099
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,0.339,0.5129,44.1906,4.7499,4.7499,3.3544,0.399,0.4976,0.0636,0.0304,0.5827,0.5099
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,0.339,0.5129,44.1906,4.7499,4.7499,3.3544,0.399,0.4976,0.0636,0.0304,0.5827,0.5099
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1037,0.2971,0.4713,79.5199,22.8836,22.8836,18.8105,16.3988,0.3247,9.5185,4.1808,1.1532,1.1297
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1037,0.2971,0.4713,79.5199,22.8836,22.8836,18.8105,16.3988,0.3247,9.5185,4.1808,1.1532,1.1297
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8186,0.4843,1.0062,66.6024,11.2567,11.2567,7.0944,5.4255,0.2868,6.2284,1.5825,2.1861,1.3509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8186,0.4843,1.0062,66.6024,11.2567,11.2567,7.0944,5.4255,0.2868,6.2284,1.5825,2.1861,1.3509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8186,0.4843,1.0062,66.6024,11.2567,11.2567,7.0944,5.4255,0.2868,6.2284,1.5825,2.1861,1.3509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8186,0.4843,1.0062,66.6024,11.2567,11.2567,7.0944,5.4255,0.2868,6.2284,1.5825,2.1861,1.3509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8186,0.4843,1.0062,66.6024,11.2567,11.2567,7.0944,5.4255,0.2868,6.2284,1.5825,2.1861,1.3509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0416,0.7231,2.6388,-1.8782,-4.9576,-4.9576,-6.4642,-6.5922,2.617,-88.7649,-17.2142,-0.6382,-0.3817
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0416,0.7231,2.6388,-1.8782,-4.9576,-4.9576,-6.4642,-6.5922,2.617,-88.7649,-17.2142,-0.6382,-0.3817
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0416,0.7231,2.6388,-1.8782,-4.9576,-4.9576,-6.4642,-6.5922,2.617,-88.7649,-17.2142,-0.6382,-0.3817
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9282,0.4381,0.8322,69.8713,25.7967,25.7967,19.8773,11.5556,0.2468,10.2136,3.1316,0.3506,0.4563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9282,0.4381,0.8322,69.8713,25.7967,25.7967,19.8773,11.5556,0.2468,10.2136,3.1316,0.3506,0.4563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9282,0.4381,0.8322,69.8713,25.7967,25.7967,19.8773,11.5556,0.2468,10.2136,3.1316,0.3506,0.4563
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3112,0.3092,0.4475,83.6502,33.7511,33.7511,23.7171,32.5997,0.2196,7.2161,3.5624,1.7852,-2.9734
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3112,0.3092,0.4475,83.6502,33.7511,33.7511,23.7171,32.5997,0.2196,7.2161,3.5624,1.7852,-2.9734
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3112,0.3092,0.4475,83.6502,33.7511,33.7511,23.7171,32.5997,0.2196,7.2161,3.5624,1.7852,-2.9734
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3112,0.3092,0.4475,83.6502,33.7511,33.7511,23.7171,32.5997,0.2196,7.2161,3.5624,1.7852,-2.9734
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0543,1.0107,-108.6008,58.5735,14.087,14.087,11.9138,14.968,0.5064,-1149.999,5.5967,0.0751,-0.1149
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0543,1.0107,-108.6008,58.5735,14.087,14.087,11.9138,14.968,0.5064,-1149.999,5.5967,0.0751,-0.1149
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0543,1.0107,-108.6008,58.5735,14.087,14.087,11.9138,14.968,0.5064,-1149.999,5.5967,0.0751,-0.1149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9931,0.4693,1.0364,5.9502,3.7701,3.7701,3.1246,2.0742,1.965,15.7711,5.8591,-4.1292,-5.6493
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9931,0.4693,1.0364,5.9502,3.7701,3.7701,3.1246,2.0742,1.965,15.7711,5.8591,-4.1292,-5.6493
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9931,0.4693,1.0364,5.9502,3.7701,3.7701,3.1246,2.0742,1.965,15.7711,5.8591,-4.1292,-5.6493
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5869,0.4079,0.776,79.8715,28.2715,28.2715,26.1512,21.2503,0.3983,26.1624,9.4799,-2.4137,1.8807
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5869,0.4079,0.776,79.8715,28.2715,28.2715,26.1512,21.2503,0.3983,26.1624,9.4799,-2.4137,1.8807
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5869,0.4079,0.776,79.8715,28.2715,28.2715,26.1512,21.2503,0.3983,26.1624,9.4799,-2.4137,1.8807
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5869,0.4079,0.776,79.8715,28.2715,28.2715,26.1512,21.2503,0.3983,26.1624,9.4799,-2.4137,1.8807
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5869,0.4079,0.776,79.8715,28.2715,28.2715,26.1512,21.2503,0.3983,26.1624,9.4799,-2.4137,1.8807
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5963,0.2535,0.5874,11.7308,5.7435,5.7435,5.296,3.7507,0.8024,5.8028,3.1061,16.1019,11.8541
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5963,0.2535,0.5874,11.7308,5.7435,5.7435,5.296,3.7507,0.8024,5.8028,3.1061,16.1019,11.8541
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5963,0.2535,0.5874,11.7308,5.7435,5.7435,5.296,3.7507,0.8024,5.8028,3.1061,16.1019,11.8541
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5963,0.2535,0.5874,11.7308,5.7435,5.7435,5.296,3.7507,0.8024,5.8028,3.1061,16.1019,11.8541
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7294,0.438,0.9278,40.0993,8.6316,8.6316,6.5269,7.4176,0.799,15.7335,4.2827,1.2536,1.1283
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7294,0.438,0.9278,40.0993,8.6316,8.6316,6.5269,7.4176,0.799,15.7335,4.2827,1.2536,1.1283
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7294,0.438,0.9278,40.0993,8.6316,8.6316,6.5269,7.4176,0.799,15.7335,4.2827,1.2536,1.1283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0244,0.3828,0.7608,61.9773,23.2901,23.2901,20.5603,13.0355,0.3083,11.8264,4.0189,-1.519,-2.4873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0244,0.3828,0.7608,61.9773,23.2901,23.2901,20.5603,13.0355,0.3083,11.8264,4.0189,-1.519,-2.4873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0244,0.3828,0.7608,61.9773,23.2901,23.2901,20.5603,13.0355,0.3083,11.8264,4.0189,-1.519,-2.4873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0964,0.4048,0.7104,53.768,10.9267,10.9267,8.9873,6.97,0.7816,13.3372,5.6107,0.9784,0.4576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0964,0.4048,0.7104,53.768,10.9267,10.9267,8.9873,6.97,0.7816,13.3372,5.6107,0.9784,0.4576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0964,0.4048,0.7104,53.768,10.9267,10.9267,8.9873,6.97,0.7816,13.3372,5.6107,0.9784,0.4576
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1569,0.4672,0.8938,20.687,10.4098,10.4098,9.2937,6.0313,1.0861,17.0121,6.5503,0.0319,0.3462
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1569,0.4672,0.8938,20.687,10.4098,10.4098,9.2937,6.0313,1.0861,17.0121,6.5503,0.0319,0.3462
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1569,0.4672,0.8938,20.687,10.4098,10.4098,9.2937,6.0313,1.0861,17.0121,6.5503,0.0319,0.3462
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6482,0.5431,1.207,30.6273,20.2092,20.2092,17.4268,12.062,0.4719,18.3618,6.0527,2.0144,1.2401
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6482,0.5431,1.207,30.6273,20.2092,20.2092,17.4268,12.062,0.4719,18.3618,6.0527,2.0144,1.2401
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6482,0.5431,1.207,30.6273,20.2092,20.2092,17.4268,12.062,0.4719,18.3618,6.0527,2.0144,1.2401
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4453,0.2604,0.3979,56.0386,12.2357,12.2357,8.5787,6.5032,0.4458,11.8694,5.9724,-0.2171,-0.2527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9753,0.5034,1.0363,40.8976,18.2179,18.2179,14.1939,7.1565,0.5953,12.2919,5.2612,-1.0164,0.9946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0339,0.4242,2.162,15.8713,2.6741,2.6741,2.2465,1.6024,2.4535,15.3275,3.9161,-0.7535,-1.3831
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0954,0.5125,1.2661,52.2217,13.9132,13.9132,12.6794,9.4225,0.8775,27.5908,8.3255,-0.217,0.1583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0954,0.5125,1.2661,52.2217,13.9132,13.9132,12.6794,9.4225,0.8775,27.5908,8.3255,-0.217,0.1583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0954,0.5125,1.2661,52.2217,13.9132,13.9132,12.6794,9.4225,0.8775,27.5908,8.3255,-0.217,0.1583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0954,0.5125,1.2661,52.2217,13.9132,13.9132,12.6794,9.4225,0.8775,27.5908,8.3255,-0.217,0.1583
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7209,0.1992,0.3769,35.7246,7.9497,7.9497,7.5986,5.2533,1.0122,11.0625,6.0224,-3.9473,-8.1946
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1263,0.0153,0.0168,11.822,1.8879,1.8879,3.3476,2.4371,4.5343,20.3366,10.9625,4.5916,4.8027
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0416,0.7231,2.6388,-1.8782,-4.9576,-4.9576,-6.4642,-6.5922,2.617,-88.7649,-17.2142,-0.6382,-0.3817
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9282,0.4381,0.8322,69.8713,25.7967,25.7967,19.8773,11.5556,0.2468,10.2136,3.1316,0.3506,0.4563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9282,0.4381,0.8322,69.8713,25.7967,25.7967,19.8773,11.5556,0.2468,10.2136,3.1316,0.3506,0.4563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9282,0.4381,0.8322,69.8713,25.7967,25.7967,19.8773,11.5556,0.2468,10.2136,3.1316,0.3506,0.4563
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3112,0.3092,0.4475,83.6502,33.7511,33.7511,23.7171,32.5997,0.2196,7.2161,3.5624,1.7852,-2.9734
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0543,1.0107,-108.6008,58.5735,14.087,14.087,11.9138,14.968,0.5064,-1149.999,5.5967,0.0751,-0.1149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9931,0.4693,1.0364,5.9502,3.7701,3.7701,3.1246,2.0742,1.965,15.7711,5.8591,-4.1292,-5.6493
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9931,0.4693,1.0364,5.9502,3.7701,3.7701,3.1246,2.0742,1.965,15.7711,5.8591,-4.1292,-5.6493
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9931,0.4693,1.0364,5.9502,3.7701,3.7701,3.1246,2.0742,1.965,15.7711,5.8591,-4.1292,-5.6493
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1939,0.4703,0.9555,48.0886,16.7313,16.7313,11.3019,7.8116,0.3183,8.0925,2.4691,0.5184,0.6266
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1939,0.4703,0.9555,48.0886,16.7313,16.7313,11.3019,7.8116,0.3183,8.0925,2.4691,0.5184,0.6266
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.659,0.4303,0.7678,44.7283,14.5062,14.5062,8.3846,5.2039,0.3509,4.052,1.8263,-0.0063,-0.4688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.576,0.4845,0.9399,41.0889,10.4245,10.4245,2.1565,0.9477,0.2977,1.0143,0.4376,-0.5618,-0.6601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0244,0.3828,0.7608,61.9773,23.2901,23.2901,20.5603,13.0355,0.3083,11.8264,4.0189,-1.519,-2.4873
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976,0.4757,1.0834,40.9767,13.3523,13.3523,11.4854,6.3718,0.7937,13.2975,5.3042,-0.7115,-0.5594
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976,0.4757,1.0834,40.9767,13.3523,13.3523,11.4854,6.3718,0.7937,13.2975,5.3042,-0.7115,-0.5594
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976,0.4757,1.0834,40.9767,13.3523,13.3523,11.4854,6.3718,0.7937,13.2975,5.3042,-0.7115,-0.5594
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976,0.4757,1.0834,40.9767,13.3523,13.3523,11.4854,6.3718,0.7937,13.2975,5.3042,-0.7115,-0.5594
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976,0.4757,1.0834,40.9767,13.3523,13.3523,11.4854,6.3718,0.7937,13.2975,5.3042,-0.7115,-0.5594
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.5497,1.2209,93.8094,22.6517,22.6517,1.7189,0.8604,0.2166,0.5515,0.1932,0.075,-1.4781
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.5497,1.2209,93.8094,22.6517,22.6517,1.7189,0.8604,0.2166,0.5515,0.1932,0.075,-1.4781
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9327,0.3824,0.6404,29.1819,25.1446,25.1446,21.6306,19.4238,0.553,20.9115,10.7683,-0.6177,-0.6341
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9327,0.3824,0.6404,29.1819,25.1446,25.1446,21.6306,19.4238,0.553,20.9115,10.7683,-0.6177,-0.6341
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7264,0.4778,0.9176,38.3405,16.267,16.267,10.1487,7.0433,0.4138,7.4244,2.9164,-0.5651,-0.5538
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3909,0.2977,0.4622,26.3524,21.6709,21.6709,-5.0386,-5.894,0.4335,16.0459,7.9185,-5.3511,-8.3771
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0997,0.2665,0.3643,55.8254,12.7668,12.7668,11.1107,7.997,0.6009,8.2135,4.8075,0.0747,-1.0866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0997,0.2665,0.3643,55.8254,12.7668,12.7668,11.1107,7.997,0.6009,8.2135,4.8075,0.0747,-1.0866
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2117,0.3283,0.5735,40.3026,15.4312,16.3914,15.4312,11.7743,1.1105,39.8013,13.0755,0.5787,0.4153
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3823,0.2593,0.4193,40.5202,15.4426,16.4014,15.4426,11.8894,1.0868,29.2516,12.9402,2.1904,2.1117
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0128,0.2411,0.3396,54.1836,23.6152,23.6152,21.6292,15.2747,0.5258,13.372,8.0318,0.9465,0.8286
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0128,0.2411,0.3396,54.1836,23.6152,23.6152,21.6292,15.2747,0.5258,13.372,8.0318,0.9465,0.8286
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.5497,1.2209,93.8094,22.6517,22.6517,1.7189,0.8604,0.2166,0.5515,0.1932,0.075,-1.4781
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.5497,1.2209,93.8094,22.6517,22.6517,1.7189,0.8604,0.2166,0.5515,0.1932,0.075,-1.4781
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.5497,1.2209,93.8094,22.6517,22.6517,1.7189,0.8604,0.2166,0.5515,0.1932,0.075,-1.4781
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.5497,1.2209,93.8094,22.6517,22.6517,1.7189,0.8604,0.2166,0.5515,0.1932,0.075,-1.4781
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9204,0.3195,0.4696,69.4959,10.1776,10.1776,9.1624,5.853,1.0755,12.2958,6.2947,-0.9633,-0.463
